DateTimeStamp, uptime, LifeSign, msg, potentiomenter, speed, acceleration, deceleration, accelerationDisplay, batteryVoltage, batteryCurrent, batteryErrors, batteryPrechargeState, pvOn, pvCurrent, motorOn, motorCurrent, mppt1Current, mppt2Current, mppt3Current, voltageMin, voltageAvg, voltageMax, T1, T2, T3, Tmin, Tmax, driveDirection, constantMode, displayStatus, targetSpeed, Kp, Ki, Kd, targetPower, engineerInfo, driverInfo, speedArrow
2024-09-21T13:05:16, 00:46:08, 2571, log, 4526, 3, 0, 0, 0, 116.181, -0.004, [7], RUN, 0, 0.009, 1, 0, 0.009, 0, 0, 4.152, 4.149, 4.179, 30.65, 0, 0, 24.5, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:05:19, 00:46:11, 2574, log, 4526, 7, 0, 197, -1, 116.181, -7.308, [7], RUN, 0, 0.009, 1, 2585.6, 0.009, 0, 0, 4.15, 4.149, 4.177, 30.65, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:05:22, 00:46:14, 2577, log, 4527, 15, 31219, 0, 92, 116.165, -13.648, [7], RUN, 0, 0.009, 1, 3507.2, 0.009, 0, 0, 4.144, 4.149, 4.175, 30.636, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:05:25, 00:46:17, 2579, log, 4526, 26, 27555, 0, 82, 116.181, -15.117, [7], RUN, 0, 0.011, 1, 6067.2, 0.011, 0, 0, 4.133, 4.149, 4.157, 30.642, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf : ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:05:28, 00:46:20, 2581, log, 4527, 36, 0, 29, 0, 115.297, -27.132, [7], RUN, 0, 0.011, 1, 1894.5, 0.011, 0, 0, 4.127, 4.118, 4.165, 30.642, 0, 0, 24.2, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:05:31, 00:46:23, 2584, log, 4526, 42, 21281, 0, 63, 116.165, -16.037, [7], RUN, 0, 0.011, 1, 3993.6, 0.011, 0, 0, 4.134, 4.149, 4.167, 30.647, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:05:34, 00:46:26, 2587, log, 4524, 44, 683, 0, 2, 116.181, -0.003, [7], RUN, 0, 0.01, 1, 0, 0.01, 0, 0, 4.147, 4.149, 4.171, 30.647, 0, 0, 24.5, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:05:37, 00:46:29, 2590, log, 4526, 44, 0, 0, 0, 116.181, -0.006, [7], RUN, 0, 0.01, 1, 0, 0.01, 0, 0, 4.149, 4.149, 4.173, 30.651, 0, 0, 24.5, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf : ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:05:40, 00:46:32, 2593, log, 4527, 43, 0, 0, 0, 116.181, -0.003, [7], RUN, 0, 0.01, 1, 0, 0.01, 0, 0, 4.15, 4.149, 4.175, 30.651, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:05:43, 00:46:35, 2596, log, 4527, 44, 0, 0, 0, 116.181, -3.993, [7], RUN, 0, 0.01, 1, 3379.2, 0.01, 0, 0, 4.15, 4.149, 4.175, 30.66, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:05:46, 00:46:38, 2599, log, 4527, 46, 577, 0, 2, 116.181, -2.591, [7], RUN, 0, 0.01, 1, 76.8, 0.01, 0, 0, 4.148, 4.149, 4.174, 30.66, 0, 0, 24.3, 25.9, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:05:49, 00:46:41, 2602, log, 4527, 46, 14841, 0, 44, 116.165, -6.863, [7], RUN, 0, 0.01, 1, 2432, 0.01, 0, 0, 4.148, 4.149, 4.173, 30.659, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf : ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:05:52, 00:46:44, 2605, log, 4526, 49, 12112, 0, 36, 116.165, -7.257, [7], RUN, 0, 0.01, 1, 947.2, 0.01, 0, 0, 4.14, 4.149, 4.167, 30.659, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:05:55, 00:46:47, 2608, log, 4527, 51, 6153, 0, 18, 116.181, -0.005, [7], RUN, 0, 0.01, 1, 0, 0.01, 0, 0, 4.138, 4.149, 4.16, 30.664, 0, 0, 24.5, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:05:58, 00:46:50, 2611, log, 4527, 54, 15855, 0, 47, 116.181, -10.504, [7], RUN, 0, 0.01, 1, 2816, 0.01, 0, 0, 4.137, 4.149, 4.163, 30.664, 0, 0, 24.4, 25.6, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:06:01, 00:46:53, 2614, log, 4525, 56, 14348, 0, 42, 116.181, -9.595, [7], RUN, 0, 0.01, 1, 2483.2, 0.01, 0, 0, 4.138, 4.149, 4.17, 30.665, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf : ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:06:04, 00:46:56, 2617, log, 4528, 56, 0, 0, 0, 116.181, -0.004, [7], RUN, 0, 0.01, 1, 0, 0.01, 0, 0, 4.143, 4.149, 4.17, 30.673, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:06:07, 00:46:59, 2620, log, 4528, 54, 0, 5790, -17, 116.181, -0.026, [7], RUN, 0, 0.009, 1, 76.8, 0.009, 0, 0, 4.148, 4.149, 4.172, 30.673, 0, 0, 24.4, 25.8, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:06:10, 00:47:02, 2623, log, 4528, 53, 0, 0, 0, 116.181, -0.004, [7], RUN, 0, 0.01, 1, 0, 0.01, 0, 0, 4.149, 4.149, 4.173, 30.669, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:06:13, 00:47:05, 2626, log, 4528, 51, 0, 0, 0, 116.181, -0.005, [7], RUN, 0, 0.011, 1, 0, 0.011, 0, 0, 4.149, 4.149, 4.173, 30.669, 0, 0, 24.4, 25.8, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf : ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:06:16, 00:47:08, 2629, log, 4527, 50, 31211, 0, 92, 115.171, -35.461, [7], RUN, 0, 0.011, 1, 3174.4, 0.011, 0, 0, 4.148, 4.113, 4.171, 30.692, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:06:19, 00:47:11, 2632, log, 4527, 55, 25008, 0, 74, 114.95, -32.552, [7], RUN, 0, 0.011, 1, 2355.3, 0.011, 0, 0, 4.114, 4.105, 4.142, 30.692, 0, 0, 24.2, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:06:22, 00:47:14, 2635, log, 4527, 59, 20038, 0, 59, 115.708, -15.439, [7], RUN, 0, 0.01, 1, 3814.4, 0.01, 0, 0, 4.121, 4.132, 4.163, 30.666, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:06:25, 00:47:17, 2638, log, 4527, 61, 14041, 0, 42, 116.181, -10.265, [7], RUN, 0, 0.01, 1, 1868.8, 0.01, 0, 0, 4.125, 4.149, 4.151, 30.666, 0, 0, 24.5, 25.9, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf : ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:06:28, 00:47:20, 2641, log, 4524, 62, 0, 0, 0, 116.181, -7.594, [7], RUN, 0, 0.011, 1, 1740.8, 0.011, 0, 0, 4.131, 4.149, 4.153, 30.655, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:06:31, 00:47:23, 2644, log, 4528, 62, 12421, 0, 37, 116.181, -6.825, [7], RUN, 0, 0.011, 1, 1049.6, 0.011, 0, 0, 4.133, 4.149, 4.157, 30.655, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:06:34, 00:47:26, 2646, log, 4528, 63, 18976, 0, 56, 115.187, -23.656, [7], RUN, 0, 0.011, 1, 3046.4, 0.011, 0, 0, 4.133, 4.114, 4.155, 30.651, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:06:37, 00:47:29, 2649, log, 4527, 62, 188, 0, 1, 116.181, -0.004, [7], RUN, 0, 0.011, 1, 0, 0.011, 0, 0, 4.135, 4.149, 4.159, 30.651, 0, 0, 24.2, 25.5, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf : ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:06:40, 00:47:32, 2651, log, 4528, 60, 102, 0, 0, 116.181, -0.007, [7], RUN, 0, 0.011, 1, 0, 0.011, 0, 0, 4.142, 4.149, 4.165, 30.642, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:06:43, 00:47:35, 2654, log, 4528, 56, 0, 0, 0, 116.181, -0.007, [7], RUN, 0, 0.012, 1, 0, 0.012, 0, 0, 4.143, 4.149, 4.166, 30.642, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:06:46, 00:47:38, 2657, log, 4527, 55, 17504, 0, 52, 116.181, -4.344, [7], RUN, 0, 0.01, 1, 0, 0.01, 0, 0, 4.133, 4.149, 4.16, 30.661, 0, 0, 24.5, 25.9, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:06:49, 00:47:41, 2659, log, 4528, 55, 19082, 0, 56, 116.181, -9.559, [7], RUN, 0, 0.01, 1, 3200, 0.01, 0, 0, 4.131, 4.149, 4.155, 30.659, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf : ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:06:52, 00:47:44, 2662, log, 4525, 56, 18693, 0, 55, 115.329, -16.872, [7], RUN, 0, 0.01, 1, 4454.4, 0.01, 0, 0, 4.131, 4.119, 4.154, 30.659, 0, 0, 24.4, 25.8, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:06:55, 00:47:47, 2664, log, 4528, 56, 20277, 0, 60, 116.055, -11.222, [7], RUN, 0, 0.009, 1, 3020.8, 0.009, 0, 0, 4.126, 4.145, 4.149, 30.633, 0, 0, 24.2, 25.8, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:06:58, 00:47:50, 2666, log, 4528, 57, 16602, 0, 49, 116.102, -10.186, [7], RUN, 0, 0.01, 1, 3584, 0.01, 0, 0, 4.127, 4.147, 4.149, 30.633, 0, 0, 24.2, 25.6, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:07:01, 00:47:53, 2669, log, 4527, 57, 14977, 0, 44, 116.055, -9.74, [7], RUN, 0, 0.01, 1, 1792, 0.01, 0, 0, 4.125, 4.145, 4.149, 30.624, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf : ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:07:04, 00:47:56, 2672, log, 4528, 57, 14173, 0, 42, 116.039, -9.693, [7], RUN, 0, 0.01, 1, 1280, 0.01, 0, 0, 4.129, 4.144, 4.151, 30.624, 0, 0, 24.5, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:07:07, 00:47:59, 2675, log, 4528, 58, 20451, 0, 61, 115.203, -15.759, [7], RUN, 0, 0.01, 1, 3123.2, 0.01, 0, 0, 4.114, 4.114, 4.145, 30.614, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:07:10, 00:48:02, 2678, log, 4528, 61, 17534, 0, 52, 115.171, -17.048, [7], RUN, 0, 0.01, 1, 3507.2, 0.01, 0, 0, 4.118, 4.113, 4.155, 30.614, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:07:13, 00:48:05, 2681, log, 4529, 60, 0, 31770, -94, 116.181, 0.417, [7], RUN, 0, 0.01, 1, 6092.7, 0.01, 0, 0, 4.135, 4.149, 4.157, 30.605, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf : ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:07:16, 00:48:08, 2684, log, 4527, 56, 0, 20840, -62, 116.181, 3.52, [7], RUN, 0, 0.01, 1, 5529.5, 0.01, 0, 0, 4.139, 4.149, 4.181, 30.605, 0, 0, 24.3, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:07:19, 00:48:11, 2687, log, 4529, 53, 0, 38, 0, 116.197, -0.005, [7], RUN, 0, 0.01, 1, 0, 0.01, 0, 0, 4.14, 4.15, 4.162, 30.585, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:07:22, 00:48:14, 2690, log, 4529, 51, 31218, 0, 92, 115.187, -21.265, [7], RUN, 0, 0.01, 1, 3123.2, 0.01, 0, 0, 4.128, 4.114, 4.161, 30.585, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:07:25, 00:48:17, 2693, log, 4529, 53, 8771, 0, 26, 116.197, -5.669, [7], RUN, 0, 0.01, 1, 563.2, 0.01, 0, 0, 4.129, 4.15, 4.15, 30.576, 0, 0, 24.5, 25.6, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf : ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:07:28, 00:48:20, 2696, log, 4529, 54, 19340, 0, 57, 115.108, -25.47, [7], RUN, 0, 0.01, 1, 1177.7, 0.01, 0, 0, 4.126, 4.111, 4.149, 30.576, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:07:31, 00:48:23, 2699, log, 4529, 51, 24697, 0, 73, 115.139, -19.979, [7], RUN, 0, 0.01, 1, 5043.2, 0.01, 0, 0, 4.115, 4.112, 4.138, 30.589, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:07:34, 00:48:26, 2702, log, 4528, 49, 1114, 0, 3, 116.181, -0.009, [7], RUN, 0, 0.012, 1, 0, 0.012, 0, 0, 4.127, 4.149, 4.152, 30.55, 0, 0, 24.3, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:07:37, 00:48:29, 2705, log, 4528, 53, 14878, 0, 44, 115.518, -10.452, [7], RUN, 0, 0.011, 1, 1612.8, 0.011, 0, 0, 4.131, 4.126, 4.153, 30.55, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf : ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:07:40, 00:48:32, 2708, log, 4526, 59, 0, 234, -1, 116.181, -0.008, [7], RUN, 0, 0.01, 1, 0, 0.01, 0, 0, 4.124, 4.149, 4.155, 30.535, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:07:43, 00:48:35, 2711, log, 4526, 62, 13307, 0, 39, 115.992, -8.49, [7], RUN, 0, 0.01, 1, 0, 0.01, 0, 0, 4.13, 4.143, 4.157, 30.535, 0, 0, 24.5, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:07:46, 00:48:38, 2713, log, 4529, 63, 0, 0, 0, 116.165, -0.009, [7], RUN, 0, 0.01, 1, 0, 0.01, 0, 0, 4.123, 4.149, 4.145, 30.528, 0, 0, 24.4, 25.6, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:07:49, 00:48:41, 2716, log, 4529, 62, 0, 31764, -94, 116.181, 19.092, [7], RUN, 0, 0.009, 1, 4607.9, 0.009, 0, 0, 4.136, 4.149, 4.158, 30.528, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf : ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:07:52, 00:48:44, 2719, log, 4529, 51, 0, 31780, -64, 116.181, 19.601, [7], RUN, 0, 0.01, 1, 665.5, 0.01, 0, 0, 4.165, 4.149, 4.189, 30.509, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:07:56, 00:48:48, 2722, log, 4528, 42, 926, 0, 3, 116.181, -0.008, [7], RUN, 0, 0.01, 1, 1536, 0.01, 0, 0, 4.133, 4.149, 4.18, 30.509, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:07:59, 00:48:51, 2725, log, 4528, 40, 15908, 0, 47, 116.181, -7.032, [7], RUN, 0, 0.01, 1, 1203.2, 0.01, 0, 0, 4.136, 4.149, 4.16, 30.526, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:08:02, 00:48:54, 2728, log, 4528, 43, 15360, 0, 45, 116.181, -6.268, [7], RUN, 0, 0.01, 1, 2918.4, 0.01, 0, 0, 4.125, 4.149, 4.147, 30.526, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf : ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:08:05, 00:48:57, 2731, log, 4529, 45, 20536, 0, 61, 115.408, -12.519, [7], RUN, 0, 0.01, 1, 3456, 0.01, 0, 0, 4.126, 4.122, 4.148, 30.512, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:08:08, 00:49:00, 2734, log, 4528, 49, 21137, 0, 63, 115.171, -13.24, [7], RUN, 0, 0.01, 1, 4915.2, 0.01, 0, 0, 4.106, 4.113, 4.136, 30.512, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:08:11, 00:49:03, 2737, log, 4526, 53, 20597, 0, 61, 115.171, -15.703, [7], RUN, 0, 0.009, 1, 4915.2, 0.009, 0, 0, 4.118, 4.113, 4.144, 30.468, 0, 0, 24.4, 25.6, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:08:14, 00:49:06, 2740, log, 4526, 55, 22299, 0, 66, 115.171, -13.678, [7], RUN, 0, 0.01, 1, 3814.4, 0.01, 0, 0, 4.119, 4.113, 4.141, 30.449, 0, 0, 24.4, 25.6, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf : ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:08:17, 00:49:09, 2743, log, 4528, 55, 27244, 0, 81, 115.171, -13.626, [7], RUN, 0, 0.009, 1, 4608, 0.011, 0, 0, 4.116, 4.113, 4.136, 30.449, 0, 0, 24.6, 25.8, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:08:20, 00:49:12, 2746, log, 4529, 55, 21876, 0, 65, 115.155, -18.81, [7], RUN, 0, 0.01, 1, 5452.8, 0.01, 0, 0, 4.111, 4.113, 4.143, 30.431, 0, 0, 24.4, 26, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:08:23, 00:49:15, 2749, log, 4528, 57, 21124, 0, 63, 115.139, -16.879, [7], RUN, 0, 0.012, 1, 2892.8, 0.012, 0, 0, 4.11, 4.112, 4.132, 30.431, 0, 0, 24.6, 25.8, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:08:26, 00:49:18, 2751, log, 4528, 58, 17464, 0, 52, 115.171, -12.071, [7], RUN, 0, 0.012, 1, 3456, 0.012, 0, 0, 4.113, 4.113, 4.133, 30.413, 0, 0, 24.4, 25.8, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf : ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:08:29, 00:49:21, 2754, log, 4527, 60, 10381, 0, 31, 115.234, -6.414, [7], RUN, 0, 0.009, 1, 1203.2, 0.009, 0, 0, 4.125, 4.115, 4.149, 30.413, 0, 0, 24.3, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:08:32, 00:49:24, 2757, log, 4529, 61, 0, 39, 0, 116.165, -0.007, [7], RUN, 0, 0.01, 1, 1664, 0.01, 0, 0, 4.118, 4.149, 4.138, 30.402, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:08:35, 00:49:27, 2760, log, 4527, 60, 0, 16216, -48, 116.165, -0.004, [7], RUN, 0, 0.01, 1, 0, 0.01, 0, 0, 4.13, 4.149, 4.151, 30.402, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf :  #Log to SD card  #Log to SD card  #Log to SD card ", "DrvInf INFO: ok. <OK>", OFF
2024-09-21T13:08:38, 00:49:30, 2763, log, 4527, 55, 0, 31786, -94, 116.181, 24.259, [7], RUN, 0, 0.01, 1, 5990.2, 0.01, 0, 0, 4.145, 4.149, 4.179, 30.388, 0, 0, 24.4, 25.7, fwd, SPEED, DRIVER_RUNNING, 0, 33, 13, 3, 0, "EngInf : ", "DrvInf INFO: ok. <OK>", OFF
